class,tweet
1,"dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape"
0,"Its suppose to be yellow but we dont do yellow"
1,"Crying kill me with fire That pussy crying for help"
1,"This nigga been all in public with his new young bitch, rubbin it in her face but when she reacts it WW3? She probably ain't even seen Drake"
0,"Wow, and we thought we were the only ones with a luxurious interior OreoLove StufOfLegend"
0,"Define wigga"
0,"Brah Wiz cheated she had hair like a dyke Uh Duh?"
0,"Remember all the trash on the floor of your car? We upgraded it and put Wale's The Gifted so it feels like your old car htt"
0,"colored contacts in your eyes?blinders on mine.cause i can't see you at all. Lmao"
0,"no ghetto names"
0,"Seriously, reading thriller like books spook me more than most horror movies. bookgeek"
0,"blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma"
0,"i saved a bird yesterday."
1,"Really wanna go biking downtown. The current lack of sunglasses Not cool. Not happy. Prepare the bitch face."
0,"As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C"
0,"lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there"
1,"If you dont know uncle JJ your a bitch"
1,"PeopleWhoMadeMy2013 my little brother and i hate to admit it but and he knows why. but he's still a lil bitch though. fuck you!"
1,"These Niggaz bitches hiding behind gangs they ain't in"
1,"Stay safe and remember if u a girl and u on ur period don't go to a party and bitch jus stay home u gross as shit"
0,"Friday 6pm Vivek Balk Bengali Harlem and the Lost Histories of South Asian America @"
1,"when a bitch twerking on you in the club and you peep the change in her pocket"
1,"To many dumb hoes in milwaukee"
1,"Terrance you wanna be one of my hoes"
1,"Bumped into a bitch that filed for sexual harassment at work against a co-worker I aint been so shook in my life"
0,"If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the"
1,"I shot a stripper because hoes keep stealing my tacos."
1,"I don't keep friends they come and go , don't fuck with these bitches . FAKE ALL THEY KNOW."
0,"Barkley is trash"
0,"Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter n u never talk abt him"
0,"When Joey Bada$$ said Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life. ht"
1,"So basically I reflected a lot on how for now, I make fire my bitch day to day."
0,"Charlie Sheen wants to return to Two and a Half Men |"
0,"Daddy, Batmans parents are dead.Yup.And Supermans.Yup.What am I going to be when you die?Sad ho"
1,"ur brother looks so queer and ugly"
1,"Niggas and bitches gotta quit wit da money pics If I can count it accurately it ain't enough"
1,"If you dont text me first, we dont text at allThats why you're lonely and single, you stupid bitch."
0,"Get me a bag of those pink n white coloured van sweets please. Thanks dude -)"
1,"OK Now you're talking my language, none of this pussy-whipped RINO whining"
1,"Seconds from the end what's it gonna be, pull the trigger bitch"
1,"tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo"
1,"okay but how many people really care if you can see a girls nips through her shirt"
0,"All my so whitey bois gone ride"
0,"mhmm tweet bird"
0,"Baby I'll whisper Vietnamese to you all soft like, ching chong ting o long"
0,"there's always one they never realize they are the worst- the unsolicited unaffiliated trash talker"
1,"tbt with these bitches glad I met these fucks Friend"
1,"looks like my highlight of the night will be getting Lewis and having a quick fag outside work shite"
0,"Jihadi John has struck again. Prayers with the victims families. What is the bounty on His head? Time 4 him 2 meet allah"
0,"From the ESPN Yankees game recap the sellout crowd braved 61-degree temperatures. LOL What? That's not weather you struggle through."
0,"Royals win! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! BeRoyalKC"
1,"I hate a bitch dat act like a nigga."
0,"French word for potato translates as earth apple. Banana is long yellow tree apple. Submarines are big wet hollow kaboom apple."
0,"woahh! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby"
0,"When I make the paper ball into the trash can."
0,"It's a bird It's a plane It's SuperManu NBASuperHeroes"
0,"I like my gross yellow heat lamps. Why?"
0,"On this ArmisticeDay the cry Never Again is absent and mocks our pledge to NeverForget the fallen from ancient an"
1,"well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list"
1,"I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches"
0,"As long as the Lakers trash from now on, I could careless. And that's real CC hahaha"
0,"no it's yellow fin. It's in edgewater"
1,"donkey son of a bitch mother fucker"
0,"The Pirates have made the playoffs and the Yankees are out hell has frozen over"
0,"Twitter has a bird as its logo, thats why when you join youre an egg, and your home button is a birdhouse. Why am I"
1,"This ain't no mf bitch ass."
1,"If I got hoes then I sure cant find where I put them Lol"
0,"A list of mythical creaturesJackelopePhoenix GriffinFairyUnicornPegasus A woman that knows where she wants to"
1,"sounds like you bout to smack a hoe"
0,"Are you in London this evening? Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from"
1,"Build a bear <<<< build a bitch"
0,"The Perfect Gift for the Jihadi on Your Shopping List"
1,"These hoes ain't loyal"
1,"Shy glizzy sound dumb as shit, you know nothing bout medellin"
1,"Females get irritated FAST fuck them hoes"
0,"Charlie and I!) love that dog!)"
1,"oh bitch you toooo far!"
1,"bitch your yuck"
0,"Last time xfactor auditions came to Dublin, I auditioned and . And a man in a blue monkey s"
1,"pussy shit!"
0,"Humanity really needs to get past this whole slow down and stare at the scene of an accident ape mentality we have -/"
0,"They must be Russian birds! Russian birds are known for invading Chiminea."
1,"you ah lien ass hoe"
0,"Charlie Daniels couldve done a better job! MNF"
1,"happy birthday faggot."
1,"I don't have a key to my car that bitch foreign"
0,"VICTORY! Yankees outlast A's, 10-9 in 14 innings. Eduardo Nunez the hero, and oh yeah, FIRST PLACE still resides in the Bronx."
0,"Jane Seymour rocks a bikini at 62 Crazy Aunt Jane is at it again"
0,"reasons to be a mermaid- no periods- no pants- perfect hair- u get to lure men into their deathalso, free clam"
1,"Mutes pussy And ***** and ***** smh"
0,"Mertesacker saying give him the ghetto fist is still goat"
0,"under my windoowww Bleaching your teeth, smiling flash, talking trash, under your breath"
0,"OK I'm watching mook vs lux neither of them was good But mook won 3-0 this wasn't CLOSE to me vs hitm"
1,"same bitch talking abt you will be the only bitch in your face, but ."
1,"My pussy popz Severely"
1,"Something like a perfectionist even check my horoscope bitch"
1,"Double tap and imma be honest hoe honest hoe"
1,"A hoe is cool with being unclaimed and kept on the low so that people don't call her what she is. A hoe."
1,"How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke wtf type shit"
0,"cheese crackers lacking"
1,"mhm bitch don't play with your life"
1,"lol bitch you've put lotion on my butt and orajel in my mouth. You'd paint my toes"
0,"And people say baseball is boring? redskins"
0,"SOO when we hanging out and makin brownies!"
0,"Buckwheat and Porky"
0,"the trash generation"
1,"On break feeling xxxtra dumb cause i forgot my lunch money like a hoe"
0,"Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!"
0,"gator bait"
1,"It's a got damn shame bitches wit raw ass dick sucking skills are not wifey material."
0,"Fine I'll settle for an Oreo milkshake"
0,"not fun when you have braxton hicks and cramps regularly from moving around. You try it!"
1,"Drake was singing that shit so bitches would buy NWTS lmao. Nobody even remembers that album"
1,"Ya bitch aint bad nigga, u aint got no taste"
0,"I'll chug my tall can . but homegirl won't approve lol"
1,"AlexFromTarget had them bitches wet lmmfao"
0,"5 of us decided to drink Everclear and go to a Yankees game Only two made it to their seat"
1,"When ya side hoe tryna act up"
1,"This bitch is talking to herself who the fuck does that, bitch u need help with yo im hearing vocies in my head, lockthatbitchup"
0,"It's a bird! It's a plane! It's a boat! No It's, it's a flying human? lakeerie cle"
1,"Dude said ice jj fish created player on 2k retarded too lol"
1,"Hannah is retarded don't listen to her."
1,"California's biggest retards. Don't forget about HOLY who just released an amazing EP."
1,"Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend"
1,"no I like pussy why would I be ashamed of that"
0,"My nicca swear he can see me in madden lol"
0,"I play soccer, cheat on girls, and wear khaki coloured cargos haircut yes lmfao"
1,"You ask me about 2014? I'mma make dat bitch my bitch!"
0,"Remember when we paused an All-Star Game to honor Mariano Rivera? tbt"
1,"I lose OVO followers every year. 100 bitches unfollowed me because of my Hold On We're Going Home rants. A HOE ATHEM is a hoe anthem"
0,"Photo check for background spooks."
0,"Praying today's mandg pictures don't come out yellow"
0,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone! merica"
0,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much"
0,"it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results."
1,"He went and got that bitch!"
1,"These hoes kno bout me"
0,"How Shy People Flirt. Learn tips from the best!"
1,"If you not lickin toes you a basic bitch And I can't fuck with a basic bitch"
1,"old with a old wolf pussy that is"
0,"there isn't a green one either. There's red and yellow in that pic"
0,"its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole"
0,"Three little birds"
0,"Giants vs. stinky birds Sunday think Ima make some wings"
0,"flappy bird make me just smash my phone into my face"
1,"bitch im weakkk vic"
0,"Charlie Rangel Some Republicans Believe That Slavery Isn't Over | Truth Revolt Bam, Race Card Vote Democrats out"
0,"A squad of dyke cholas fear nobody. They worse than the cartel"
1,"I hate a bitch that love a bitch that say she love a nigga tooConfused ass bitch What you gon do?Is you gay bitch? Is you straight bitch?"
0,"Charlie wearing the Don't Tread On Me flag pin? Every Dem should show up in Congress in 2015 wearing that"
1,"You're a bitch dawg. A straight bitch."
0,"Oomfs teeth are quite yellow"
1,"when a bitch trying to flirt with my niggga I be like"
1,"I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal"
1,"Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF."
0,"There is a trash bag in my hall thats been there for like 2 wks. Weird thing it changes consistency every few days"
0,"Yeah they do. Six complete here at The Stadium. Yankees lead the Red Sox 3-1. LetsGoYankees"
0,"brendon urie must make other boys feel like trash"
0,"Ebola is a great metaphor for how GOP teaparty policies eat off of vital organs until the host dies. Tcot teabaggers"
1,"Peace, bitch."
0,"How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. another umpire mess up Smh"
